x,y,color
-11.0407519531,-2.45512207031,1
-7.011618652339999,-2.33567871094,1
-2.9909130859400004,-2.18772949219,1
1.04655761719,-2.0149560546900003,1
5.069106445309999,-1.8164306640599999,1
9.18711425781,1.8501220703099999,0
13.2196484375,1.85713867188,0
17.2342382813,1.8214355468799999,0
21.2273828125,1.7882421875,0
25.1934960937,1.81036621094,0
29.1208886719,1.9531884765599998,0
32.983515625,2.30149414063,0
36.7264111328,2.9665917968700004,0
40.2613623047,4.09280273437,0
43.4098974609,5.82150390625,0
46.1365771484,8.286840820310001,0
48.377006835900005,11.1695800781,0
49.8769970703,14.367202148399999,0
50.466020507799996,17.8225976563,0
50.1530419922,21.4087402344,0
49.157739257799996,25.159956054699997,0
48.2812841797,29.1879492187,0
47.4699755859,32.9601806641,0
46.205756835900004,36.4181884766,0
44.3207666016,39.5889306641,0
41.8929541016,41.523159179699995,0
38.4381201172,42.8571191406,0
34.7035644531,43.783203125,0
30.8184375,44.5332714844,0
26.8575927734,45.2500732422,0
22.851118164099997,46.0743896484,0
18.830112304700002,47.2115429688,0
14.863847656199999,49.11359375,0
11.4854052734,51.791484375,0
8.64261230469,54.8735253906,0
6.09814453125,57.8693505859,0
3.4685107421900003,60.1633056641,0
0.452509765625,61.1551367188,0
-3.2067285156299996,61.1172851562,0
-6.9997167968800005,60.5415966797,0
-10.9138842773,59.7490478516,0
-15.039267578099999,59.100473632799996,0
-19.5086083984,59.229208984399996,0
-23.6769628906,60.4070800781,0
-27.5682202148,62.544873046899994,0
-30.7470874023,65.7208398437,0
-32.9141455078,69.5507226563,0
-34.3752832031,73.3917382812,0
-35.8118676758,76.8637988281,0
-37.8242480469,79.62883789060001,0
-40.6570776367,81.60923339840001,0
-44.0595947266,82.8992480469,0
-47.658432617200006,83.5043164062,0
-51.2229931641,83.3274804687,0
-54.4490527344,82.2187304687,0
-57.05784179689999,80.05515625,0
-59.299340820299996,77.09238769529999,0
-61.042041015600006,73.8102001953,0
-62.2420703125,70.2917724609,0
-62.87296875,66.6262988281,0
-62.9243261719,62.9037255859,0
-62.2904541016,59.660517578100006,0
-60.179667968800004,57.468095703100005,0
-56.852871093800005,55.3237304688,0
-53.4674609375,52.6792578125,0
-50.603530273400004,49.5674560547,0
-48.239272460900004,46.0893359375,0
-46.244125976599996,42.2530322266,0
-44.8529980469,38.208286132800005,0
-44.3055712891,33.8616503906,0
-44.6997119141,29.5358349609,0
-45.733901367200005,25.4778515625,0
-46.8793554687,21.700341796900002,0
-47.5460400391,18.1329199219,0
-47.2273925781,14.800942382799999,0
-45.804345703100005,11.6893212891,0
-43.432768554700004,8.65990234375,0
-40.7333056641,6.11428222656,0
-37.684638671900004,4.061640625,0
-34.3145825195,2.55867675781,0
-30.6987353516,1.6148828125,0
-26.9455908203,1.16278808594,0
-23.026418457,1.041484375,0
-19.0958422852,0.9648388671879999,0
-15.1129956055,0.966494140625,0
-11.1291796875,1.04376464844,0
-7.128937988280001,1.16235351562,0
-3.1303369140599995,1.30949707031,0
0.886547851563,1.4813818359399997,0
4.8808447265599995,1.67850097656,0
