x,y,color
47.2679541016,4.214096679690001,0
50.7938037109,5.9128027343800005,0
54.0229931641,7.81183105469,0
55.471206054700005,10.2175195312,0
56.3295458984,13.848759765599999,0
56.8209033203,17.692705078099998,0
57.1262255859,21.6341796875,0
57.3409619141,25.613081054699997,0
57.560659179700004,29.6018652344,0
57.771469726599996,33.573168945300004,0
57.8500927734,37.494487304699994,0
57.648383789099995,41.3149511719,0
56.9006787109,44.7910107422,0
55.1273583984,47.3077539062,0
52.2773095703,48.845400390600005,0
48.8624462891,49.295634765600006,0
45.2978857422,48.8236621094,0
41.7954345703,47.63391601560001,0
38.170864257800005,46.0382714844,0
34.5265527344,44.359526367200004,0
30.8122265625,42.7103027344,0
26.9817089844,41.214453125,0
22.77625,40.0998974609,0
18.0381982422,40.5560058594,0
14.032446289100001,42.8544287109,0
11.1962792969,46.6834375,0
10.5814892578,51.520668945299995,0
12.0911328125,55.77983398439999,0
14.224277343699999,59.4119921875,0
16.6217773438,62.786811523400004,0
19.2585498047,65.9812060547,0
22.1883398438,68.9777978516,0
25.607568359400002,71.6428320312,0
30.1519824219,73.1417529297,0
34.6528027344,72.5233154297,0
38.5912646484,71.156171875,0
42.2453173828,69.8458789063,0
45.5556982422,69.3295507813,0
49.0327490234,70.116328125,0
52.5050146484,71.5038671875,0
55.6604931641,73.3982373047,0
58.0590185547,75.7822265625,0
58.8791943359,78.61251464840001,0
58.468764648400004,82.1597070313,0
57.372885742200005,85.7456542969,0
55.7897509766,89.1532519531,0
53.7040087891,92.0783300781,0
51.0420751953,94.4381933594,0
47.934682617200004,95.9145996094,0
44.5391064453,96.329765625,0
40.8777294922,95.8366796875,0
37.2052880859,94.8491796875,0
33.623115234400004,93.48413085940001,0
30.1510351562,91.792734375,0
26.8424951172,89.8288671875,0
23.675307617199998,87.5967480469,0
20.8334960938,85.1210839844,0
18.1164306641,82.3220410156,0
15.481459960899999,79.3672802734,0
12.891933593800001,76.3341015625,0
10.3135888672,73.26555664060001,0
7.7091503906300005,70.1922460938,0
5.0260546875,67.14219238279999,0
2.1727099609400002,64.1594482422,0
-1.0484277343700001,61.384755859399995,0
-4.74620117187,59.2145507813,0
-8.96907958984,57.8186181641,0
-13.692265625,57.9949609375,0
-17.8460668945,60.3660449219,0
-20.625275878900002,63.2602636719,0
-23.534411621100002,65.68762695310001,0
-26.7015673828,67.7194580078,0
-30.0318457031,69.1475732422,0
-33.5584277344,69.7261914062,0
-37.0417773437,69.45327148439999,0
-39.8379931641,68.1054589844,0
-41.557963867199994,65.4125195312,0
-42.6846679687,61.8924072266,0
-43.312866210900005,58.170546875,0
-43.4051025391,54.4526953125,0
-42.7351855469,51.1733300781,0
-40.806713867199996,48.244453125,0
-38.1904882812,45.36989257810001,0
-35.4156347656,42.2979492187,0
-33.0348681641,38.443081054699995,0
-32.1810595703,33.9774414063,0
-32.4418701172,29.675122070300002,0
-33.1516308594,25.6515087891,0
-33.7962915039,21.8184423828,0
-35.285581054699996,17.4542431641,0
-36.9489355469,14.1199951172,0
-37.4777954102,10.7941259766,0
-37.013657226599996,7.266201171880001,0
-35.9672070312,3.434609375,0
-34.6966308594,0.0322509765625,0
-32.8149072266,-1.4481201171899998,0
-29.1699072266,-1.8099560546900002,0
-25.2480126953,-1.9877490234400002,0
-21.3740112305,-1.88188964844,0
-17.4408300781,-1.5476708984399998,0
-13.497675781300002,-1.08296386719,0
-9.55105957031,-0.535927734375,0
-5.603376464839999,0.0625341796875,0
-1.66282714844,0.684169921875,0
2.36584960938,1.3046484375,0
